refOTU designation,A1,A2a,A2b,A2c,A3a,A3b,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
V3_Coprococcus_refOTU_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Coprococcus_refOTU_41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Coprococcus_refOTU_42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Coprococcus_refOTU_43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Coprococcus_refOTU_44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Coprococcus_refOTU_45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Coprococcus_refOTU_46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Coprococcus_refOTU_47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Coprococcus_refOTU_48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Coprococcus_refOTU_49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_1,1406,2224,1175,1601,0,6,1026,419,160,589,6,1753,457,2252,1145,385,1495,470
V3_Lachnospira_refOTU_2,224,3274,1181,576,0,0,38,385,0,0,0,0,3,354,155,36,152,22
V3_Lachnospira_refOTU_3,18,16,8,16,0,0,6,8,0,11,0,34,14,7,6,4,6,1
V3_Lachnospira_refOTU_4,16,0,0,0,0,0,14,13,7,15,0,17,5,13,10,4,6,11
V3_Lachnospira_refOTU_5,8,12,3,6,0,0,2,4,3,2,0,7,1,1,4,2,4,0
V3_Lachnospira_refOTU_6,6,2,3,2,0,0,12,4,0,11,0,3,3,0,3,2,0,1
V3_Lachnospira_refOTU_7,3,5,5,0,0,0,2,2,0,2,0,5,0,10,3,2,6,4
V3_Lachnospira_refOTU_8,2,7,5,4,0,0,4,4,0,2,0,3,0,6,1,0,0,1
V3_Lachnospira_refOTU_9,10,0,0,0,0,0,2,2,1,0,0,2,1,3,0,4,2,2
V3_Lachnospira_refOTU_10,0,4,3,6,0,0,0,0,0,0,0,3,0,6,0,0,6,0
V3_Lachnospira_refOTU_11,5,2,0,0,0,0,2,0,0,1,0,3,0,4,1,0,4,1
V3_Lachnospira_refOTU_12,2,0,0,0,0,0,0,0,0,10,0,3,1,0,1,0,4,0
V3_Lachnospira_refOTU_13,2,4,3,2,0,0,0,0,0,0,0,0,0,0,4,0,4,1
V3_Lachnospira_refOTU_14,0,7,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
V3_Lachnospira_refOTU_15,0,11,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
V3_Lachnospira_refOTU_16,3,4,0,0,0,0,2,0,0,1,0,0,1,0,1,0,4,1
V3_Lachnospira_refOTU_17,3,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,4,3
V3_Lachnospira_refOTU_18,2,0,0,0,0,0,0,0,0,0,0,7,1,0,3,2,0,2
V3_Lachnospira_refOTU_19,3,0,2,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1
V3_Lachnospira_refOTU_20,0,4,2,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0
V3_Lachnospira_refOTU_21,2,0,0,0,0,0,0,4,0,1,0,5,1,0,0,0,0,1
V3_Lachnospira_refOTU_22,2,0,0,0,0,0,2,0,0,1,0,5,0,0,3,0,0,0
V3_Lachnospira_refOTU_23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_24,0,0,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1
V3_Lachnospira_refOTU_25,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Lachnospira_refOTU_26,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_27,0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
V3_Lachnospira_refOTU_28,0,2,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0
V3_Lachnospira_refOTU_29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
V3_Lachnospira_refOTU_30,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0
V3_Lachnospira_refOTU_31,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0
V3_Lachnospira_refOTU_32,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
V3_Lachnospira_refOTU_33,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_34,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
V3_Lachnospira_refOTU_35,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
V3_Lachnospira_refOTU_36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1
V3_Lachnospira_refOTU_37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Lachnospira_refOTU_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
V3_Lachnospira_refOTU_39,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Lachnospira_refOTU_41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Lachnospira_refOTU_43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Lachnospira_refOTU_44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Lachnospira_refOTU_45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Lachnospira_refOTU_46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Lachnospira_refOTU_47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oribacterium_refOTU_1,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,4,0,0
V3_Pseudobutyrivibrio_refOTU_1,0,5,3,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3
V3_Pseudobutyrivibrio_refOTU_2,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,1
V3_Pseudobutyrivibrio_refOTU_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
V3_Pseudobutyrivibrio_refOTU_4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
V3_Pseudobutyrivibrio_refOTU_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
V3_Pseudobutyrivibrio_refOTU_6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Pseudobutyrivibrio_refOTU_7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Pseudobutyrivibrio_refOTU_8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Pseudobutyrivibrio_refOTU_9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Pseudobutyrivibrio_refOTU_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Pseudobutyrivibrio_refOTU_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Pseudobutyrivibrio_refOTU_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Pseudobutyrivibrio_refOTU_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Roseburia_refOTU_1,866,1834,1465,1314,0,16,563,937,2610,4651,4325,2780,710,1044,650,968,1290,648
V3_Roseburia_refOTU_2,1159,439,41,65,115,702,2102,231,806,623,220,474,850,333,821,741,978,812
V3_Roseburia_refOTU_3,0,0,0,4,0,0,382,34,3,1,0,0,0,1,4,0,2,196
V3_Roseburia_refOTU_4,18,46,8,14,0,0,44,60,0,1,0,0,0,33,4,27,88,51
V3_Roseburia_refOTU_5,27,14,27,31,0,2,20,28,24,4,9,7,11,33,21,14,16,24
V3_Roseburia_refOTU_6,2,21,19,6,0,0,0,13,4,0,0,149,9,6,9,2,2,10
V3_Roseburia_refOTU_7,6,23,11,6,0,0,14,4,15,38,49,32,7,3,7,14,16,6
V3_Roseburia_refOTU_8,80,0,2,0,0,0,20,0,0,0,3,2,0,27,38,2,14,9
V3_Roseburia_refOTU_9,2,9,8,6,2,0,0,2,21,55,11,27,11,9,1,9,0,3
V3_Roseburia_refOTU_10,11,11,6,0,0,4,0,0,19,24,24,19,14,7,4,13,0,3
V3_Roseburia_refOTU_11,6,19,11,8,4,2,0,6,13,13,9,12,4,1,1,5,10,13
V3_Roseburia_refOTU_12,2,4,0,0,0,0,0,4,7,0,0,89,7,0,3,0,0,2
V3_Roseburia_refOTU_13,14,9,5,2,0,0,4,0,6,8,3,12,1,7,3,2,6,4
V3_Roseburia_refOTU_14,8,5,8,0,0,0,12,6,4,0,0,0,0,17,3,5,6,5
V3_Roseburia_refOTU_15,3,7,2,12,0,0,24,2,4,1,0,2,0,7,6,2,4,3
V3_Roseburia_refOTU_16,2,4,0,0,2,4,0,6,6,11,9,14,1,3,0,2,6,4
V3_Roseburia_refOTU_17,0,7,0,4,0,2,4,4,7,9,6,10,4,3,4,0,0,3
V3_Roseburia_refOTU_18,3,2,3,0,35,4,0,2,0,0,0,0,0,0,0,13,2,1
V3_Roseburia_refOTU_19,3,2,0,0,2,6,12,0,1,2,2,5,8,0,1,5,0,6
V3_Roseburia_refOTU_20,0,4,5,0,0,2,2,9,6,4,5,7,1,3,3,0,2,1
V3_Roseburia_refOTU_21,6,2,2,4,0,0,0,0,3,11,9,2,1,0,0,4,0,2
V3_Roseburia_refOTU_22,6,0,2,0,0,0,4,0,4,6,5,3,5,0,3,0,4,0
V3_Roseburia_refOTU_23,5,2,0,0,0,0,4,4,7,0,2,2,1,0,4,4,2,6
V3_Roseburia_refOTU_24,3,7,5,8,0,0,2,6,0,0,0,0,0,3,3,0,0,6
V3_Roseburia_refOTU_25,3,2,0,0,0,0,8,0,1,0,0,2,3,3,4,5,4,3
V3_Roseburia_refOTU_26,0,2,0,2,0,0,16,0,1,6,2,5,1,1,1,0,0,0
V3_Roseburia_refOTU_27,2,5,2,4,0,0,0,0,1,0,0,2,0,0,1,20,0,1
V3_Roseburia_refOTU_28,5,2,0,4,0,0,0,2,7,4,5,7,1,0,0,0,0,0
V3_Roseburia_refOTU_29,0,2,2,0,8,0,2,0,6,3,0,2,1,1,0,2,0,3
V3_Roseburia_refOTU_30,2,2,2,2,0,0,0,4,3,0,0,0,0,4,0,5,6,2
V3_Roseburia_refOTU_31,2,2,0,0,4,0,4,2,1,1,2,5,0,0,1,2,2,2
V3_Roseburia_refOTU_32,3,2,0,0,0,0,6,0,4,4,5,0,5,0,0,0,0,0
V3_Roseburia_refOTU_33,2,2,0,0,2,4,4,0,1,4,0,5,1,0,3,0,0,0
V3_Roseburia_refOTU_34,3,0,0,0,0,0,2,0,3,1,0,9,0,3,1,4,0,0
V3_Roseburia_refOTU_35,2,0,0,0,17,0,2,2,0,0,0,0,1,0,0,0,2,0
V3_Roseburia_refOTU_36,2,0,0,0,0,4,4,0,0,0,3,0,0,0,4,2,6,0
V3_Roseburia_refOTU_37,3,2,2,2,0,0,0,0,0,0,6,0,0,3,1,2,4,0
V3_Roseburia_refOTU_38,0,2,2,0,0,0,0,0,3,5,3,2,0,0,1,2,4,1
V3_Roseburia_refOTU_39,2,0,0,0,0,0,0,0,0,0,11,3,1,3,1,0,0,2
V3_Roseburia_refOTU_40,0,4,0,2,0,0,0,0,1,2,3,0,1,3,0,2,4,1
V3_Roseburia_refOTU_41,3,0,0,0,2,0,4,0,1,0,3,0,0,4,0,0,2,3
V3_Roseburia_refOTU_42,2,0,3,0,0,2,2,0,1,1,3,0,1,1,0,2,0,4
V3_Roseburia_refOTU_43,2,2,0,0,0,0,0,2,1,3,3,3,3,3,0,0,0,1
V3_Roseburia_refOTU_44,2,2,0,0,0,0,2,0,0,2,8,2,1,0,0,4,0,1
V3_Roseburia_refOTU_45,5,0,0,0,0,0,6,0,0,0,0,0,0,1,4,4,0,2
V3_Roseburia_refOTU_46,0,2,0,2,0,0,0,0,0,0,0,2,0,3,3,2,4,5
V3_Roseburia_refOTU_47,0,4,2,0,0,0,0,0,1,3,2,7,0,1,0,2,0,0
V3_Roseburia_refOTU_48,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,5
V3_Roseburia_refOTU_49,0,2,0,0,2,0,2,4,1,4,2,0,0,0,0,0,0,4
V3_Roseburia_refOTU_50,0,0,0,0,2,0,4,0,4,2,0,0,5,0,0,2,0,1
V3_Roseburia_refOTU_51,0,2,2,2,6,0,0,0,0,2,0,2,0,0,1,2,0,2
V3_Roseburia_refOTU_52,0,2,0,0,0,0,2,0,0,2,6,0,1,4,1,0,0,1
V3_Roseburia_refOTU_53,0,0,0,2,2,0,0,0,0,1,6,2,1,0,0,4,2,0
V3_Roseburia_refOTU_54,5,0,0,4,0,0,2,2,1,1,0,0,0,1,1,0,0,2
V3_Roseburia_refOTU_55,3,0,0,4,0,0,2,0,0,3,5,0,0,0,1,0,0,1
V3_Roseburia_refOTU_56,0,0,0,0,0,0,0,0,1,6,2,2,1,0,1,0,4,1
V3_Roseburia_refOTU_57,0,0,6,2,0,0,0,0,3,0,0,0,0,1,0,2,2,2
V3_Roseburia_refOTU_58,3,2,0,2,0,0,0,4,0,0,0,0,1,1,0,2,2,1
V3_Roseburia_refOTU_59,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_60,0,0,0,0,0,0,0,2,1,0,14,0,0,0,0,0,0,0
V3_Roseburia_refOTU_61,2,2,0,2,0,0,0,2,0,2,0,2,0,0,4,0,2,0
V3_Roseburia_refOTU_62,0,0,2,0,0,0,6,0,1,0,2,0,3,1,0,0,0,2
V3_Roseburia_refOTU_63,0,2,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,2
V3_Roseburia_refOTU_64,2,4,0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0
V3_Roseburia_refOTU_65,0,0,0,0,0,0,2,0,0,4,3,3,0,0,1,2,0,0
V3_Roseburia_refOTU_66,0,2,0,2,0,0,0,0,0,2,2,7,0,0,0,2,0,0
V3_Roseburia_refOTU_67,0,0,0,2,0,2,2,0,0,2,2,2,1,0,1,2,0,0
V3_Roseburia_refOTU_68,2,0,0,2,2,2,0,0,3,2,0,2,0,0,1,0,0,0
V3_Roseburia_refOTU_69,0,2,0,0,0,0,0,0,1,5,3,0,0,0,0,0,4,0
V3_Roseburia_refOTU_70,0,4,0,0,0,0,4,2,0,0,0,0,0,1,0,0,2,3
V3_Roseburia_refOTU_71,0,2,2,2,0,0,2,0,0,0,0,0,0,0,1,0,2,5
V3_Roseburia_refOTU_72,0,0,0,0,0,0,4,4,0,1,0,0,1,1,0,0,2,2
V3_Roseburia_refOTU_73,0,2,0,0,0,0,0,2,3,1,5,2,0,1,0,0,0,0
V3_Roseburia_refOTU_74,3,0,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,3
V3_Roseburia_refOTU_75,0,2,0,2,2,0,0,0,3,4,0,2,0,0,0,0,0,0
V3_Roseburia_refOTU_76,0,0,0,4,0,0,0,2,1,2,0,0,0,4,0,0,0,1
V3_Roseburia_refOTU_77,3,2,0,0,0,2,2,0,0,0,0,0,1,0,1,2,0,1
V3_Roseburia_refOTU_78,0,0,2,0,2,0,0,0,1,1,5,0,0,1,0,0,2,0
V3_Roseburia_refOTU_79,0,0,0,0,4,2,0,0,1,3,2,2,0,0,0,0,0,0
V3_Roseburia_refOTU_80,2,2,0,0,0,0,2,2,0,0,0,0,0,1,1,0,2,2
V3_Roseburia_refOTU_81,0,0,0,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0
V3_Roseburia_refOTU_82,0,2,2,0,0,0,0,0,0,1,5,2,0,1,1,0,0,0
V3_Roseburia_refOTU_83,2,0,0,0,0,0,0,0,1,0,0,5,0,3,1,0,0,1
V3_Roseburia_refOTU_84,0,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,2,2
V3_Roseburia_refOTU_85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
V3_Roseburia_refOTU_86,3,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0
V3_Roseburia_refOTU_87,2,0,0,0,0,0,4,0,0,0,2,0,1,0,3,2,0,0
V3_Roseburia_refOTU_88,0,2,0,0,0,0,0,2,0,3,2,0,0,1,1,2,0,0
V3_Roseburia_refOTU_89,0,0,3,2,0,0,2,0,1,0,2,0,0,0,0,2,0,1
V3_Roseburia_refOTU_90,0,0,0,0,0,0,2,0,3,1,2,5,0,0,0,0,0,0
V3_Roseburia_refOTU_91,0,0,0,0,0,2,2,0,0,2,0,2,1,1,0,0,0,2
V3_Roseburia_refOTU_92,0,0,2,0,0,0,0,0,4,0,5,0,0,0,0,2,0,0
V3_Roseburia_refOTU_93,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,4
V3_Roseburia_refOTU_94,0,0,0,2,0,0,0,0,1,2,2,2,0,0,0,2,0,1
V3_Roseburia_refOTU_95,0,2,2,0,0,0,0,2,1,0,0,2,1,0,0,2,0,0
V3_Roseburia_refOTU_96,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,5,0,0
V3_Roseburia_refOTU_97,0,2,0,0,0,0,0,0,3,2,0,0,0,4,0,0,0,0
V3_Roseburia_refOTU_98,0,0,2,0,0,0,2,0,0,0,3,0,0,1,3,0,0,0
V3_Roseburia_refOTU_99,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2
V3_Roseburia_refOTU_100,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,2,0,2
V3_Roseburia_refOTU_101,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,2,0
V3_Roseburia_refOTU_102,0,2,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1
V3_Roseburia_refOTU_103,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,2,0,2
V3_Roseburia_refOTU_104,2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1
V3_Roseburia_refOTU_105,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0
V3_Roseburia_refOTU_106,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
V3_Roseburia_refOTU_107,0,2,0,0,0,0,0,0,1,1,3,0,0,0,0,2,0,0
V3_Roseburia_refOTU_108,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
V3_Roseburia_refOTU_109,0,0,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0
V3_Roseburia_refOTU_110,2,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,1
V3_Roseburia_refOTU_111,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,4,0,0
V3_Roseburia_refOTU_112,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
V3_Roseburia_refOTU_113,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
V3_Roseburia_refOTU_114,3,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_115,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,2,0,0
V3_Roseburia_refOTU_116,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2
V3_Roseburia_refOTU_117,0,2,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0
V3_Roseburia_refOTU_118,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
V3_Roseburia_refOTU_119,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3
V3_Roseburia_refOTU_120,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
V3_Roseburia_refOTU_121,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Roseburia_refOTU_122,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_123,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0
V3_Roseburia_refOTU_124,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1
V3_Roseburia_refOTU_125,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_126,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0
V3_Roseburia_refOTU_127,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0
V3_Roseburia_refOTU_128,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4
V3_Roseburia_refOTU_129,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0
V3_Roseburia_refOTU_130,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
V3_Roseburia_refOTU_131,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0
V3_Roseburia_refOTU_132,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1
V3_Roseburia_refOTU_133,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0
V3_Roseburia_refOTU_134,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0
V3_Roseburia_refOTU_135,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,2,0,0
V3_Roseburia_refOTU_136,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Roseburia_refOTU_137,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_138,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
V3_Roseburia_refOTU_139,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0
V3_Roseburia_refOTU_140,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Roseburia_refOTU_141,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_142,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
V3_Roseburia_refOTU_143,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_144,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Roseburia_refOTU_145,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Roseburia_refOTU_146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1
V3_Roseburia_refOTU_147,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_148,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Roseburia_refOTU_149,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0
V3_Roseburia_refOTU_150,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1
V3_Roseburia_refOTU_151,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0
V3_Roseburia_refOTU_152,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
V3_Roseburia_refOTU_153,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Roseburia_refOTU_154,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
V3_Roseburia_refOTU_155,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_156,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
V3_Roseburia_refOTU_157,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
V3_Roseburia_refOTU_158,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
V3_Roseburia_refOTU_159,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
V3_Roseburia_refOTU_160,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
V3_Roseburia_refOTU_162,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
V3_Roseburia_refOTU_163,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
V3_Roseburia_refOTU_164,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Roseburia_refOTU_165,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Roseburia_refOTU_167,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_168,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Roseburia_refOTU_169,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
V3_Roseburia_refOTU_170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
V3_Roseburia_refOTU_171,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_172,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
V3_Roseburia_refOTU_173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Roseburia_refOTU_174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
V3_Roseburia_refOTU_175,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
V3_Roseburia_refOTU_176,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Roseburia_refOTU_177,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
V3_Roseburia_refOTU_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
V3_Roseburia_refOTU_179,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_181,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
V3_Roseburia_refOTU_182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_183,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Roseburia_refOTU_184,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Roseburia_refOTU_185,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_186,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Roseburia_refOTU_187,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
V3_Roseburia_refOTU_189,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_190,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
V3_Roseburia_refOTU_192,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
V3_Roseburia_refOTU_193,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
